Company Name,Address,City,State,ZIP Code,County,Neighborhood,Phone Number Combined,Website,Primary SIC Description,SIC Code 1,Cuisine Code Description,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Twitter,Facebook,Record Type,WhatTypes,Rating
Carving Board,18607 Ventura Blvd # 100,Tarzana,CA,91356,Los Angeles,Tarzana,(818) 342-3200,Eattheboard.Com,,581208,BISTRO,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1100,1700,http://twitter.com/thecarvingboard,https://www.facebook.com/thecarvingboard,Verified,Restaurants,4.87
Pressed Juicery,3939 Cross Creek Rd,Malibu,CA,90265,Los Angeles,,(310) 433-7541,Pressedjuicery.Com,,581248,,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,http://twitter.com/pressedjuicery,http://www.facebook.com/pressedjuicery,Verified,Restaurants,4.40
Back Door Cocktail Lounge,1250 E Mission Blvd,Pomona,CA,91766,Los Angeles,,(909) 622-6282,,,581303,,,,,,,,,,,,,,,,Verified,Restaurants,5.12
North End Cafe,3421 Highland Ave,Manhattan Beach,CA,90266,Los Angeles,North End,(310) 546-4782,Northendmb.Com,,581208,BISTRO,800,1500,800,1500,800,2200,800,2200,800,2200,800,2130,,http://www.facebook.com/northendcaffe,Verified,Restaurants,5.47
Attari Sandwich Shop,1388 Westwood Blvd # 103,Los Angeles,CA,90024,Los Angeles,Westwood,(310) 441-5488,Atarisandwiches.Info,,581208,DELI,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,,https://www.facebook.com/attari-sandwich-shop-126230710763404,Verified,Restaurants,1.96
WA Ba Grill,41 Paeso Dr,Long Beach,CA,90802,Los Angeles,,(562) 435-1515,Wabagrill.Com,,581208,FUSION,,,,,,,,,,,,,,,Verified,Restaurants,1.47
Beverly Laurel Motor Hotel,8018 Beverly Blvd,Los Angeles,CA,90048,Los Angeles,,(323) 782-1065,Beverlylaurelmotorhotel.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,,Verified,Hotels,2.26
Historical Soc Of So Cal,200 E Avenue 43,Los Angeles,CA,90031,Los Angeles,,(323) 222-0546,Thehssc.Org,,841201,,Closed,,Closed,,Closed,,Closed,,1000,1500,1000,1500,http://twitter.com/thehssc,https://www.facebook.com/pages/historical-society-of-southern-california/200097033335067,Verified,Sightseeing,5.75
LA Velvet Margarita Cantina,1612 N Cahuenga Blvd,Los Angeles,CA,90028,Los Angeles,Central Hollywood,(323) 469-2000,Velvetmargarita.Com,,581208,MEXICAN,1200,200,1200,200,1200,200,1200,200,1800,200,1800,200,http://twitter.com/vmchollywood,http://www.facebook.com/vmchollywood,Verified,Sightseeing,5.57
Cemitas Poblanas Don Adrian,6524 Van Nuys Blvd,Van Nuys,CA,91401,Los Angeles,Van Nuys,(818) 786-1543,,,581208,SOUTH AMERICAN,,,,,,,,,,,,,,,Verified,Sightseeing,1.15
Midway Bar,17016 Bellflower Blvd,Bellflower,CA,90706,Los Angeles,Bellflower,(562) 920-2124,,,581208,,1400,200,1400,200,1400,200,1400,200,1200,200,1000,200,,https://www.facebook.com/yourmidwaybar,Verified,Restaurants,2.36
Renaissance-Los Angeles,9620 Airport Blvd,Los Angeles,CA,90045,Los Angeles,Westchester,(310) 337-2800,Marriott.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/renaissancelax,https://facebook.com/laxrenaissance,Verified,Sightseeing,5.23
El Huarique,1301 Ocean Front Walk,Venice,CA,90291,Los Angeles,Venice,(310) 452-1254,Elhuariquevenice.Com,,581208,PERUVIAN,1000,2030,1000,2030,1000,2030,1000,2030,1000,2030,1000,2030,https://twitter.com/huariquevenice,,Verified,,3.64
Whole Foods,3401 W Olive Ave,Burbank,CA,91505,Los Angeles,Media Center,(818) 239-5380,Wholefoodsmarket.Com,,541105,,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,https://www.twitter.com/wholefoods,https://www.facebook.com/wholefoods,Verified,,5.15
Park Central Coffee Shop,412 W 6th St # 101,Los Angeles,CA,90014,Los Angeles,Downtown Los Angeles,(213) 683-0770,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,4.52
Green Earth Vegan Cusisine,37 S Fair Oaks Ave,Pasadena,CA,91105,Los Angeles,Old Pasadena,(626) 584-0268,Greenearthvegan.Com,,581208,VEGAN,Closed,,1130,2100,1130,2100,1130,2200,1130,2200,1130,2100,http://twitter.com/greenearthvegan,http://www.facebook.com/greenearthvegan.pasadena,Verified,Restaurants,1.59
Palermo Villas LLC,7015 Valjean Ave,Van Nuys,CA,91406,Los Angeles,Lake Balboa,Not Available,,,701116,,,,,,,,,,,,,,,,Verified,Hotels,1.90
Vogue Cafe LLC,7407 Melrose Ave,Los Angeles,CA,90046,Los Angeles,,(323) 424-7066,,,546102,,,,,,,,,,,,,,,,Verified,Restaurants,3.07
Wholesale Arts & Frames Inc,6836 Lankershim Blvd,North Hollywood,CA,91605,Los Angeles,North Hollywood North East,Not Available,,,841202,,,,,,,,,,,,,,,,Verified,,4.88
First & Hope American Bistro,710 W 1st St,Los Angeles,CA,90012,Los Angeles,Downtown Los Angeles,(213) 617-2533,Aulac.Com,,581208,BISTRO,1700,2300,1700,2300,1700,2300,1700,2300,1100,30,1030,30,,,Verified,Restaurants,4.63
Jamba Juice,9012 Balboa Blvd,Northridge,CA,91325,Los Angeles,Northridge East,(818) 893-1256,Jambajuice.Com,,581248,,630,2230,630,2230,630,2230,630,2230,630,2230,700,2230,http://twitter.com/jambajuice,http://www.facebook.com/jamba-juice-balboa-nordhoff-center-1422186064687270/,Verified,Restaurants,0.95
Friday Night Supper Club,10479 Wellworth Ave,Los Angeles,CA,90024,Los Angeles,Westwood,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Sightseeing,5.05
Tommies Jr Burgers,9756 Glenoaks Blvd,Sun Valley,CA,91352,Los Angeles,Sun Valley,(818) 767-8288,,,581208,BURGERS,,,,,,,,,,,,,,,Verified,Restaurants,1.06
Pizzanista!,2019 E 7th St,Los Angeles,CA,90021,Los Angeles,Historic Cultural,(213) 627-1430,Pizzanista.Com,,581208,PIZZA,1100,Open 24 Hours,1100,Open 24 Hours,1100,Open 24 Hours,1100,Open 24 Hours,1100,Open 24 Hours,1100,2200,http://twitter.com/pizzanista,http://www.facebook.com/pizzanista,Verified,Restaurants,4.61
Big Mama's & Papa's Pizzeria,231 1/2 N Brand Blvd,Glendale,CA,91203,Los Angeles,City Center,(818) 679-5198,Bigmamaspizza.Com,,581220,,,,,,,,,,,,,,https://twitter.com/bigmamasnpapas,https://www.facebook.com/bigmamasnpapas,Verified,Restaurants,5.32
Big Mama's & Papa's Pizzeria,5055 Hollywood Blvd,Los Angeles,CA,90027,Los Angeles,Greater Griffith Park,(323) 661-2929,Bigmamaspizza.Com,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,3.55
Agam Judaica,19528 Ventura Blvd # 718,Tarzana,CA,91356,Los Angeles,Tarzana,(818) 322-3307,,,581233,,,,,,,,,,,,,,,,Verified,,3.21
SUBWAY,9238 Slauson Ave,Pico Rivera,CA,90660,Los Angeles,Pico Rivera,(562) 948-3140,Subway.Com,,581208,DELI,600,2200,600,2200,600,2200,600,2200,700,2200,800,2200,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,4.23
SUBWAY,9228 Lakewood Blvd,Downey,CA,90240,Los Angeles,Downey,(562) 622-8500,Subway.Com,,581208,DELI,600,2300,600,2300,600,2300,600,2300,700,2300,700,2300,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,1.54
SUBWAY,4267 Atlantic Ave,Long Beach,CA,90807,Los Angeles,Bixby Knolls,(562) 426-2678,Subway.Com,,581208,DELI,700,2300,700,2300,700,2300,700,2300,800,2300,800,2300,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,2.09
Pearl's Rooftop,8853 W Sunset Blvd,West Hollywood,CA,90069,Los Angeles,West Hollywood,(310) 360-6800,Pearlssunset.Com,,581208,BISTRO,1700,145,1700,145,1700,145,1130,145,1030,145,1030,145,,https://www.facebook.com/pearlsrooftop,Verified,,1.32
John's Hamburgers,6223 E Spring St,Long Beach,CA,90808,Los Angeles,,(562) 421-3663,Johnshamburgerslongbeach.Com,,581208,BURGERS,600,2200,600,2200,600,2200,600,2200,600,2200,600,2100,,,Verified,Restaurants,2.69
Vagabond Inn,215 S Gaffey St,San Pedro,CA,90731,Los Angeles,Central San Pedro,(310) 831-8911,Vagabondinn.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/vagabondinn,https://www.facebook.com/vagabondinnsanpedro,Verified,Hotels,3.30
Rolling Eats LLC,11819 Vose St,North Hollywood,CA,91605,Los Angeles,North Hollywood North East,Not Available,Rollingeats.Com,,581208,,,,,,,,,,,,,,,,Verified,,2.30
Think Prime Steak House,29601 S Western Ave,Rancho Palos Verdes,CA,90275,Los Angeles,Rancho Palos Verdes,(310) 221-0091,,,581208,STEAK HOUSES,1630,2200,1630,2200,1630,2200,1630,Open 24 Hours,1630,Open 24 Hours,1630,2200,,http://www.facebook.com/pages/think-prime-steakhouse-restaurant/339088072793651,Verified,Restaurants,4.61
Nekter Juice Bar,2004 Ximeno Ave,Long Beach,CA,90815,Los Angeles,Traffic Circle,(562) 380-1011,Locations.Nekterjuicebar.Com,,581248,,700,2100,700,2100,700,2100,700,2100,800,2000,800,2000,https://twitter.com/nekterjuicebar,https://www.facebook.com/296339311218772,Verified,Restaurants,1.24
New York Deli & Catering,21021 Ventura Blvd # 101,Woodland Hills,CA,91364,Los Angeles,Woodland Hills,(818) 884-1705,,,581209,,,,,,,,,,,,,,,,Verified,,1.46
Meals By Genet,1053 S Fairfax Ave,Los Angeles,CA,90019,Los Angeles,Carthay Square,(323) 938-9304,Mealsbygenet.Com,,581208,AFRICAN,Closed,,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200,,http://www.facebook.com/pages/meals-by-genet/113607821993486,Verified,,4.04
Pink Salt Grill,23460 Cinema Dr # D,Santa Clarita,CA,91355,Los Angeles,,(661) 260-3502,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,3.06
Sor Tino,908 S Barrington Ave,Los Angeles,CA,90049,Los Angeles,Brentwood,(310) 442-8466,Sortinorestaurant.Com,,581208,PIZZA,1130,2230,1130,2230,1130,2230,1130,2230,1130,2230,1130,2230,,http://www.facebook.com/pages/sor-tino-ristorante/339265366155485,Verified,Restaurants,5.08
Mangia & Bevi Bene LLC,230 N Valley St,Burbank,CA,91505,Los Angeles,,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,,2.80
Exotic Cakes,14042 Burbank Blvd,Sherman Oaks,CA,91401,Los Angeles,Sherman Oaks,(818) 904-9566,Exoticcakeslosangeles.Com,,546102,,1000,1800,1000,1800,1000,1800,1000,1800,900,1600,Closed,,,,Verified,Restaurants,1.21
Pizza Hut,15650 Nordhoff St # 101,North Hills,CA,91343,Los Angeles,North Hills West,(818) 895-0944,Pizzahut.Com,,581222,,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,100,1000,100,1000,Open 24 Hours,http://twitter.com/pizzahut,http://www.facebook.com/pizzahut,Verified,Restaurants,1.89
Wing Street,15650 Nordhoff St # 1,North Hills,CA,91343,Los Angeles,North Hills West,(818) 895-0944,Order.Pizzahut.Com,,581208,BARBECUE,,,,,,,,,,,,,http://twitter.com/wingstreet,,Verified,Restaurants,3.21
Agrusa's Italian Restaurant,14156 Rosecrans Ave # B,Santa Fe Springs,CA,90670,Los Angeles,Santa Fe Springs,(562) 802-1214,Agrusas.Com,,581208,ITALIAN,1100,1400,1100,1400,1100,1400,1100,1400,Closed,,Closed,,http://twitter.com/agrusas,http://www.facebook.com/agrusarestaurant,Verified,Restaurants,1.07
Gondola Pizza,15840 Imperial Hwy,La Mirada,CA,90638,Los Angeles,La Mirada,(562) 943-4635,Gondolapizza1.Com,,581222,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,,,Verified,Restaurants,4.08
Auntie Anne's Pretzels,340 Stonewood St,Downey,CA,90241,Los Angeles,Downey,(562) 869-1902,Auntieannes.Com,,546108,,1000,2100,1000,2100,1000,2100,1000,2100,1000,2000,1100,1900,http://twitter.com/auntieannes,http://www.facebook.com/auntieannespretzels,Verified,Restaurants,2.67
Good Nite Inn,10740 Santa Monica Blvd,Los Angeles,CA,90025,Los Angeles,Westside,(310) 474-4576,Azulinnwestlosangeles.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,,Verified,Restaurants,2.59
Cerveteca Taco & Torta Joint,9418 Venice Blvd,Culver City,CA,90232,Los Angeles,Palms,(310) 837-3836,Cervetecaculvercity.Com,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,1.97
Souplantation,301 E Huntington Dr,Arcadia,CA,91006,Los Angeles,Arcadia,(626) 446-4248,Souplantation.Com,,581208,AMERICAN,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,900,2100,http://twitter.com/souplantation,http://www.facebook.com/souplantation,Verified,Restaurants,4.43
LA Adelita Restaurant,1287 S Union Ave,Los Angeles,CA,90015,Los Angeles,Pico Union,(213) 487-0176,Laadelitarestaurant.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.59
Lucille's Smokehouse BBQ,11338 South St,Cerritos,CA,90703,Los Angeles,Cerritos,(562) 916-7427,Lucillesbbq.Com,,581208,BARBECUE,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200,,,Verified,Restaurants,5.79
Havana Sandwich Co,229 Main St,El Segundo,CA,90245,Los Angeles,El Segundo,(310) 640-0014,Havanasandwich.Com,,581208,DELI,700,2100,700,2100,700,2100,700,2100,700,2000,700,1600,http://twitter.com/havanasandwich,https://www.facebook.com/pages/havana-sandwich-company/190497231001462,Verified,Restaurants,3.82
LA Pescadora,7039 Greenleaf Ave,Whittier,CA,90602,Los Angeles,Uptown Whittier,(562) 698-4144,Lapescadora.Com,,581208,SEAFOOD,1130,2200,1130,2200,1130,2300,1130,Open 24 Hours,930,Open 24 Hours,930,2200,,http://www.facebook.com/lapescadora,Verified,Restaurants,4.42
El Pariente,24044 Newhall Ave,Newhall,CA,91321,Los Angeles,,(661) 222-9327,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,4.74
Starbucks,93 W Colorado Blvd,Pasadena,CA,91105,Los Angeles,Old Pasadena,(626) 577-4622,Starbucks.Com,,581228,,430,2230,430,2230,430,2230,Closed,,Closed,,600,2130,http://twitter.com/starbucks,http://www.facebook.com/starbucks,Verified,Restaurants,4.67
Eddie's Italian Restaurant,4002 Lincoln Blvd,Marina Del Rey,CA,90292,Los Angeles,Marina Del Rey,(310) 822-0095,Eddiesitalianrestaurantmenu.Com,,581208,ITALIAN,1100,2130,1100,2130,1100,2130,1100,2130,1530,2130,1530,2130,,https://www.facebook.com/eddiesitalianrestaurant,Verified,Restaurants,2.64
El Ranchero Mexican Food,4070 Tweedy Blvd,South Gate,CA,90280,Los Angeles,South Gate,(323) 357-7821,Elrancheromexicanfood.Net,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,4.50
LA Praviana,8225 Long Beach Blvd,South Gate,CA,90280,Los Angeles,Walnut Park,(323) 585-8905,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,3.17
Groundwork Coffee Co,3 Westminster Ave,Venice,CA,90291,Los Angeles,Windward Circle,(310) 450-4540,Gourmetcoffeewarehouse.Com,,581208,DELI,600,1800,600,1800,600,1800,600,1900,600,1900,700,1900,,http://www.facebook.com/coffee-bean-warehouse-direct-1224931644243193,Verified,Restaurants,1.72
Blu Elefant Cafe,2024 W Washington Blvd,Los Angeles,CA,90018,Los Angeles,Harvard Heights,(213) 926-3616,,,581214,,600,2200,600,2200,600,2200,600,2200,730,2100,730,2100,,https://www.facebook.com/bluelefantcafe,Verified,Restaurants,2.34
Domino's,224 S Oxford Ave,Los Angeles,CA,90004,Los Angeles,,(213) 385-7112,Dominos.Com,,581222,,,,,,,,,,,,,,,,Verified,Restaurants,1.31
KFC,8515 S Central Ave,Los Angeles,CA,90001,Los Angeles,Green Meadows,(323) 585-1284,Kfc.Com,,581208,CHICKEN,700,Open 24 Hours,700,Open 24 Hours,700,Open 24 Hours,700,100,700,100,700,Open 24 Hours,http://twitter.com/kfc,http://www.facebook.com/kfc,Verified,Restaurants,3.67
El Antojito,12730 S Figueroa St,Los Angeles,CA,90061,Los Angeles,Harbor Gateway North,(323) 757-6148,Elantojitoca.Com,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,1.31
El Cafetal Restaurant,4929 Santa Monica Blvd,Los Angeles,CA,90029,Los Angeles,Little Armenia,(323) 660-2953,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.37
Rincon Azteca,586 E Baseline Rd,Claremont,CA,91711,Los Angeles,North Claremont,(909) 399-5868,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,3.34
Taco's Antojito,16717 S Figueroa St,Gardena,CA,90248,Los Angeles,Harbor Gateway North,(310) 769-6951,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,1.47
Saby's Cafe,12900 Venice Blvd,Los Angeles,CA,90066,Los Angeles,Mar Vista,(310) 313-3867,,,581208,DELI,,,,,,,,,,,,,,,Verified,Restaurants,3.68
Sabores De Oaxaca,6136 Venice Blvd,Los Angeles,CA,90034,Los Angeles,Mid City,(310) 559-7003,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,3.82
Molcajete Dominguero LLC,777 S Alameda St # 2,Los Angeles,CA,90021,Los Angeles,,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,,3.44
Carl's Jr/Green Burrito,5760 Imperial Hwy,South Gate,CA,90280,Los Angeles,South Gate,(562) 861-5435,Carlsjr.Com,,581208,MEXICAN,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/carlsjr,,Verified,Restaurants,1.56
Grinder Restaurant,511 S Harbor Blvd,San Pedro,CA,90731,Los Angeles,Central San Pedro,(310) 832-1267,Grinderrestaurants.Com,,581208,DELI,,,,,,,,,,,,,,http://www.facebook.com/pages/grinder-restaurants/100876486624460?sk=info,Verified,Restaurants,4.97
Cocineros Mexican Food,1526 W Mission Blvd,Pomona,CA,91766,Los Angeles,,(909) 622-2483,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,1.01
SUBWAY,21839 Hawthorne Blvd,Torrance,CA,90503,Los Angeles,Southwood,(310) 316-3950,Subway.Com,,581208,DELI,700,2200,700,2200,700,2200,700,2200,800,2200,800,2200,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,1.57
Carrows Restaurant,2271 S Atlantic Blvd,Monterey Park,CA,91754,Los Angeles,Monterey Park,(323) 264-5511,Carrows.Com,,581208,AMERICAN,600,2200,600,2200,600,2200,600,2300,600,2300,600,2200,http://twitter.com/carrowstweets,http://www.facebook.com/carrowsrestaurant,Verified,Restaurants,1.14
Darios Mexican Restaurant,27247 Camp Plenty Rd,Santa Clarita,CA,91351,Los Angeles,,(661) 430-8104,Dariosmexicanrestaurant.Com,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,3.86
Starbucks,335 E Albertoni St # 100,Carson,CA,90746,Los Angeles,,(310) 516-6449,Starbucks.Com,,581228,,Closed,,Closed,,Closed,,330,2100,500,2100,600,2000,http://twitter.com/starbucks,http://www.facebook.com/starbucks,Verified,Restaurants,2.68
Pizza Hut,12447 Victory Blvd,North Hollywood,CA,91606,Los Angeles,Greater Valley Glen,(818) 505-8000,Pizzahut.Com,,581222,,1030,Open 24 Hours,1030,Open 24 Hours,1030,Open 24 Hours,1000,100,1000,100,1000,Open 24 Hours,http://twitter.com/pizzahut,http://www.facebook.com/pizzahut,Verified,Restaurants,1.48
Mc Donald's,1420 W Manchester Ave,Los Angeles,CA,90047,Los Angeles,,(323) 752-9363,Mcdonalds.Com,,581208,BURGERS,500,2200,500,2200,500,2200,500,2200,500,2200,500,2200,http://twitter.com/mcdonalds,http://www.facebook.com/mcdonaldsus,Verified,Restaurants,1.41
Del Taco,1110 S Hacienda Blvd,Hacienda Heights,CA,91745,Los Angeles,Hacienda Heights,(626) 333-8322,Deltaco.Com,,581208,MEXICAN,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/deltaco,http://www.facebook.com/deltaco,Verified,Restaurants,3.55
Del Taco,2395 S Hacienda Blvd,Hacienda Heights,CA,91745,Los Angeles,Hacienda Heights,(626) 333-8495,Deltaco.Com,,581208,MEXICAN,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,200,600,200,600,Open 24 Hours,http://twitter.com/deltaco,http://www.facebook.com/deltaco,Verified,Restaurants,3.46
Domino's,9448 Slauson Ave,Pico Rivera,CA,90660,Los Angeles,Pico Rivera,(562) 942-8303,Dominos.Com,,581222,,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,100,1000,100,1000,Open 24 Hours,http://twitter.com/dominos,http://www.facebook.com/dominos,Verified,Restaurants,3.03
Carl's Jr/Green Burrito,14555 Lakewood Blvd,Paramount,CA,90723,Los Angeles,Paramount,(562) 408-2299,Carlsjr.Com,,581208,MEXICAN,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,http://twitter.com/carlsjr,,Verified,Restaurants,4.29
SUBWAY,2617 Via Campo,Montebello,CA,90640,Los Angeles,Montebello,(323) 721-5711,Subway.Com,,581208,DELI,700,2130,700,2130,700,2130,700,2130,700,2130,700,2130,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,3.52
Panda Express,7000 Eastern Ave # C,Bell Gardens,CA,90201,Los Angeles,Bell Gardens,(323) 562-2227,Pandaexpress.Com,,581208,CHINESE,1000,2130,1000,2130,1000,2130,1000,2200,1000,2200,1100,2130,http://twitter.com/pandaexpress,http://www.facebook.com/pandaexpress,Verified,Restaurants,4.06
KFC,2941 W Imperial Hwy,Inglewood,CA,90303,Los Angeles,,(323) 779-2712,Kfc.Com,,581208,CHICKEN,700,Open 24 Hours,700,Open 24 Hours,700,Open 24 Hours,700,Open 24 Hours,700,Open 24 Hours,700,Open 24 Hours,http://twitter.com/kfc,http://www.facebook.com/kfc,Verified,Restaurants,4.06
Coffee Bean & Tea Leaf,10800 W Pico Blvd # 316,Los Angeles,CA,90064,Los Angeles,Westside,(310) 441-5918,Coffeebean.Com,,581228,,900,1900,900,1900,900,1900,900,1900,900,2100,900,2100,http://twitter.com/thecoffeebean,http://www.facebook.com/thecoffeebean,Verified,Restaurants,5.65
El Valle Oaxaqueno,1601 S Vermont Ave # 106,Los Angeles,CA,90006,Los Angeles,Pico Union,(323) 734-0042,Elvalleoaxaqueno.Com,,581208,,,,,,,,,,,,,,,http://www.facebook.com/pages/el-valle-oaxaque%c3%b1o-inc/193408810687481,Verified,,3.52
Club Vive,7230 Topanga Canyon Blvd,Canoga Park,CA,91303,Los Angeles,Canoga Park,(818) 226-9911,,,861102,,Closed,,2100,200,2100,200,2100,200,2100,200,2100,200,,,Verified,,4.30
Carl's Jr,3215 N Broadway,Los Angeles,CA,90031,Los Angeles,Lincoln Heights,(323) 441-8878,Carlsjr.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,,Verified,Restaurants,5.02
Domino's,1073 N Hacienda Blvd,La Puente,CA,91744,Los Angeles,La Puente,(626) 369-5080,Dominos.Com,,581222,,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,200,1000,200,1000,Open 24 Hours,http://twitter.com/dominos,http://www.facebook.com/dominos,Verified,Restaurants,3.72
M Lehmann Enterprises,14604 Ramona Blvd,Baldwin Park,CA,91706,Los Angeles,Baldwin Park,(626) 960-5002,Dominospizza.Com,,581208,PIZZA,,,,,,,,,,,,,,,Verified,,3.34
